loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,pub_rec,long_term,employment_verified,employment,housing_instability,log_i2p_ratio,abandonment
2000.0,13.61,67.98,26496.0,17.71,0.0,0.0,0,0,1,0,0.2018627110868256,0
8000.0,11.14,262.43,55000.0,18.89,1.0,0.0,0,0,1,0,0.16633507604700215,0
14400.0,8.9,457.25,59000.0,10.72,0.0,0.0,0,0,1,0,0.06304195909633413,0
6000.0,15.99,210.92,45000.0,3.84,0.0,0.0,0,0,1,0,0.23577411516362448,0
4200.0,13.06,141.64,78000.0,13.82,5.0,0.0,0,0,1,0,0.19393442084381823,0
3600.0,14.17,123.34,30000.0,0.68,1.0,0.0,0,1,1,0,0.023149416992795425,0
5000.0,6.0,152.11,34868.4,4.37,1.0,0.0,0,0,1,0,0.17175930510663923,0
7000.0,16.35,247.31,36000.0,3.73,0.0,0.0,0,0,1,0,0.2077247180104318,0
2800.0,7.49,87.09,48000.0,25.45,0.0,0.0,0,0,1,0,0.113016136087047,0
6500.0,15.65,227.41,42500.0,13.16,0.0,0.0,0,0,1,0,0.42091678081193656,1
9575.0,9.63,307.31,56996.0,10.72,0.0,0.0,0,0,1,0,0.13832510619447633,0
17325.0,11.99,575.36,114000.0,12.89,0.0,0.0,0,0,1,0,0.17859890751550128,0
16000.0,16.49,393.27,65000.0,17.54,0.0,0.0,1,1,1,0,0.11406948221035283,0
12000.0,7.29,372.12,68400.0,17.05,0.0,0.0,0,0,1,0,0.10742064205440112,0
10000.0,6.92,308.41,43337.0,24.89,0.0,0.0,0,0,1,0,0.10466897650042369,0
18000.0,6.62,552.67,78000.0,6.35,0.0,0.0,0,0,1,0,0.10014493809561426,0
1450.0,7.51,45.12,10000.0,22.2,0.0,0.0,0,0,1,0,0.07054844209807157,0
12500.0,18.62,455.81,43560.0,5.43,0.0,0.0,0,0,1,0,0.22336304706307963,0
5500.0,14.62,189.64,24000.0,20.45,0.0,0.0,0,0,1,0,0.21619361262440512,0
6000.0,11.49,131.93,24000.0,10.65,0.0,0.0,1,0,1,0,0.2767904733420078,0
25000.0,15.57,873.63,200000.0,23.78,0.0,0.0,0,1,1,0,0.15805550315587227,0
12000.0,9.88,386.53,80000.0,15.03,0.0,0.0,0,0,1,0,0.09713427263346214,0
14275.0,20.3,380.59,54000.0,19.31,0.0,1.0,1,1,1,0,0.36732534678600015,0
10000.0,14.11,342.29,45000.0,7.95,0.0,0.0,0,0,1,0,0.20883383961554433,0
20050.0,10.59,652.53,76000.0,20.21,0.0,0.0,0,1,1,0,0.03416672015617758,0
25000.0,12.61,339.44,65000.0,24.57,0.0,0.0,1,1,1,0,0.3024947445370198,0
7000.0,11.49,230.8,72000.0,18.3,0.0,0.0,0,0,1,0,0.1713990270933203,0
5000.0,5.42,150.8,100000.0,5.9,0.0,0.0,0,0,1,0,0.07883151278316454,0
12325.0,18.36,447.81,54000.0,14.82,2.0,0.0,0,0,1,0,0.2755193587688876,0
8000.0,13.61,271.91,58000.0,22.49,1.0,0.0,0,0,1,0,0.1782152204533413,0
35000.0,21.74,961.5,73000.0,17.44,3.0,0.0,1,1,1,0,1.0135737155476483,1
8500.0,10.62,276.76,45000.0,2.01,0.0,0.0,0,0,1,0,0.09905822719367348,0
10000.0,10.75,206.46,75000.0,7.97,0.0,0.0,1,0,1,0,0.19898903457294706,0
12000.0,12.73,402.77,31000.0,16.57,0.0,0.0,0,0,1,0,0.18932682348334243,0
19250.0,14.79,455.84,65004.0,8.79,0.0,0.0,1,1,1,0,0.32774895582827424,0
11000.0,10.37,235.73,48000.0,21.38,0.0,0.0,1,1,1,0,0.2460543554989625,0
6000.0,14.54,206.65,41196.0,23.24,0.0,0.0,0,1,1,0,0.21534791045813048,0
16000.0,10.99,523.75,52000.0,24.0,0.0,0.0,0,1,1,0,0.16018511442644837,0
8000.0,7.66,249.44,19200.0,1.25,0.0,0.0,0,0,1,0,0.1107472310886017,0
30000.0,11.71,662.95,82000.0,0.22,0.0,0.0,1,0,1,0,0.5137992018006959,1
3500.0,5.42,105.56,60000.0,14.1,0.0,0.0,0,0,1,0,0.08236703706649263,0
6400.0,7.14,198.02,67807.0,9.43,0.0,0.0,0,0,1,0,0.10323325448839683,0
13800.0,7.66,430.29,105000.0,21.15,0.0,0.0,0,0,1,0,0.10928779372069586,0
15000.0,17.99,542.22,63830.0,21.04,0.0,0.0,0,1,1,0,0.18716370343173291,0
1275.0,15.23,44.35,20400.0,24.59,0.0,0.0,0,1,1,0,0.22470468347333375,0
6500.0,14.72,224.44,40000.0,0.93,0.0,0.0,0,0,1,0,0.21763301122405748,0
1800.0,5.42,54.29,29184.0,23.68,0.0,0.0,0,0,1,0,0.07861091349511035,0
11200.0,22.06,309.72,75000.0,22.9,0.0,0.0,1,1,1,0,0.49182299746509234,0
25000.0,12.99,568.7,60106.0,25.18,0.0,0.0,1,1,1,0,0.28209901605868604,0
13000.0,12.53,435.07,264000.0,10.06,0.0,0.0,0,1,1,0,0.18629953145550252,0
20000.0,13.79,681.51,120000.0,15.0,2.0,0.0,0,1,1,0,0.18407926192023405,0
10000.0,5.42,301.6,28000.0,12.69,0.0,0.0,0,0,1,0,0.0822737554170011,0
5000.0,8.7,158.31,48000.0,0.38,1.0,0.0,0,0,1,0,0.13081946843543887,0
2000.0,8.49,63.13,22800.0,3.16,0.0,0.0,0,0,1,0,0.02964617691897484,0
10000.0,15.27,347.98,64000.0,3.64,0.0,1.0,0,1,1,0,0.22531319573045247,0
2400.0,10.46,77.97,27000.0,19.29,0.0,0.0,0,0,1,0,0.15647654373120395,0
10000.0,7.29,310.1,99000.0,2.25,0.0,0.0,0,0,1,0,0.1100680178573197,0
14825.0,12.69,497.31,75000.0,18.53,1.0,0.0,0,1,1,0,0.1784433321993375,0
4000.0,10.99,130.94,40000.0,12.27,0.0,0.0,0,0,1,0,0.16042949778507218,0
29550.0,8.9,938.31,148616.0,22.86,0.0,0.0,0,1,1,0,0.12950604283970918,0
1375.0,6.91,42.4,37500.0,12.03,0.0,0.0,0,0,1,0,0.04112798377127052,0
4400.0,7.9,137.68,95000.0,1.09,0.0,0.0,0,0,1,0,0.1190670591746438,0
15000.0,15.95,526.99,54000.0,9.13,0.0,0.0,0,1,1,0,0.4352556612497097,1
6000.0,7.29,186.06,65004.0,12.55,1.0,0.0,0,0,1,0,0.07228655235455911,0
25000.0,13.72,369.4,100000.0,21.1,0.0,0.0,1,1,1,0,0.6072366595183532,1
3500.0,14.84,121.06,96000.0,20.4,1.0,0.0,0,1,1,0,0.3676418207175602,1
2525.0,13.12,85.23,40000.0,20.67,1.0,0.0,0,0,1,0,0.19479133896029774,0
25000.0,13.75,851.41,75000.0,19.78,0.0,0.0,0,0,1,0,0.3641489439178864,1
14000.0,20.25,372.87,42744.0,20.58,0.0,0.0,1,0,1,0,0.7051401329373486,1
6500.0,11.03,212.9,55000.0,11.76,1.0,0.0,0,0,1,0,0.14548067604965753,0
2800.0,10.74,60.52,61200.0,20.2,0.0,0.0,1,0,1,0,0.23578050965002684,0
21600.0,12.99,727.69,280000.0,6.12,1.0,0.0,0,1,1,0,0.19323516567196616,0
2200.0,13.23,74.38,12000.0,4.8,1.0,0.0,0,0,1,0,0.08655710678115065,0
3600.0,12.69,120.77,60000.0,19.0,0.0,1.0,0,0,1,0,0.22749937604242293,1
25000.0,12.69,838.63,92000.0,19.06,0.0,0.0,0,1,1,0,0.1886441933330068,0
10000.0,13.79,340.76,40000.0,21.63,0.0,1.0,0,0,1,0,0.4015081129507794,1
20050.0,11.49,440.86,63000.0,24.34,0.0,0.0,1,1,1,0,0.2567405777108833,0
18000.0,12.18,599.4,101500.0,9.28,0.0,1.0,0,0,1,0,0.12471451285769689,0
11800.0,13.99,403.24,94000.0,4.6,0.0,0.0,0,1,1,0,0.20719191283311775,0
5500.0,6.92,169.63,45000.0,16.83,0.0,0.0,0,0,1,0,0.08821065741159911,0
4000.0,7.51,124.45,80000.0,21.27,1.0,0.0,0,0,1,0,0.09765969003638154,0
4800.0,13.35,162.55,26085.36,14.72,0.0,0.0,0,0,1,0,0.197873605058361,0
3000.0,11.36,98.74,108000.0,18.04,0.0,0.0,0,1,1,0,0.16938828086265895,0
5200.0,15.23,124.34,72000.0,10.83,0.0,0.0,1,1,1,0,0.7057013428989705,1
21000.0,15.23,502.13,90000.0,14.97,0.0,0.0,1,1,1,0,0.3481513879511849,0
8000.0,14.26,274.45,88500.0,11.61,0.0,0.0,0,0,1,0,0.3134577861951382,1
1800.0,10.71,58.69,123000.0,11.55,0.0,0.0,0,0,1,0,0.04163766154668652,0
6000.0,9.32,191.69,52000.0,12.48,0.0,0.0,0,0,1,0,0.07108113387833742,0
5000.0,7.88,156.41,45000.0,4.88,0.0,0.0,0,0,1,0,0.10258005355875967,0
12000.0,7.88,375.38,110000.0,7.04,0.0,0.0,0,0,1,0,0.11881953524862257,0
5000.0,18.3,127.79,72000.0,2.33,0.0,0.0,1,0,1,0,0.18089053303722577,0
25000.0,14.42,859.57,300000.0,1.48,1.0,0.0,0,1,1,0,0.17048713876679225,0
20000.0,15.65,699.73,60000.0,20.74,0.0,0.0,0,0,1,0,0.2307689079670911,0
1500.0,10.74,48.93,80000.0,21.64,0.0,0.0,0,0,1,0,0.09799747425891114,0
15250.0,12.53,510.37,52000.0,10.96,0.0,0.0,0,1,1,0,0.3187838456442711,1
20000.0,13.72,680.84,79000.0,14.16,0.0,0.0,0,1,1,0,0.13271937546571413,0
10000.0,8.59,316.11,150000.0,4.14,0.0,0.0,0,0,1,0,0.0830047778675172,0
4000.0,5.42,120.64,90000.0,6.15,0.0,0.0,0,0,1,0,0.032343755528300586,0
13000.0,8.9,412.8,60000.0,18.53,0.0,0.0,0,0,1,0,0.12649234957356895,0
14400.0,10.37,467.16,81380.0,9.36,0.0,0.0,0,1,1,0,0.11124877073439056,0
25000.0,10.75,521.93,100000.0,8.7,0.0,0.0,0,1,1,0,0.04930669737976311,0
3600.0,16.49,127.44,24216.0,23.59,0.0,0.0,0,0,1,0,0.06364489263273346,0
20000.0,17.14,714.45,75000.0,18.03,0.0,0.0,0,1,1,0,0.20661815592869992,0
10000.0,12.42,334.16,42000.0,23.71,0.0,0.0,0,0,1,0,0.15169738710939373,0
12000.0,7.51,373.33,83000.0,8.36,0.0,0.0,0,0,1,0,0.20266031243569926,1
5000.0,16.45,122.79,32000.0,16.88,1.0,0.0,1,0,1,0,0.03990509421744997,0
3800.0,6.03,115.66,90000.0,21.32,0.0,0.0,0,1,1,0,0.07702439176084735,0
1500.0,13.48,50.89,48000.0,0.63,0.0,0.0,0,0,1,0,0.41077013398768164,1
12000.0,8.94,381.26,35088.0,11.01,0.0,0.0,0,0,1,0,0.13433055227320265,0
5000.0,7.29,99.7,61200.0,4.92,0.0,0.0,1,0,1,0,0.17921506966153072,0
26000.0,12.69,587.47,49000.0,21.92,0.0,0.0,1,1,1,0,0.41923125811794304,1
16250.0,11.49,357.3,63600.0,29.36,0.0,0.0,1,1,1,0,0.2702441422927496,0
25000.0,12.98,568.58,85000.0,17.0,0.0,0.0,1,1,1,0,0.31083320478206106,0
1200.0,10.28,38.88,4000.0,8.1,0.0,0.0,0,0,1,0,0.15380776270742677,0
35000.0,18.39,896.22,53000.0,10.19,0.0,0.0,1,1,1,0,0.6695280265465353,1
11400.0,13.79,115.86,63000.0,20.11,0.0,0.0,0,1,1,0,0.2024562708649182,0
13000.0,7.88,406.66,37000.0,19.39,0.0,0.0,0,1,1,0,0.11883205780349665,0
12600.0,10.65,271.77,55172.0,19.36,0.0,0.0,1,0,1,0,0.03423348068141888,0
12800.0,12.42,427.72,38000.0,22.58,0.0,0.0,0,0,1,0,0.24484883277798591,1
10000.0,13.22,338.01,156000.0,14.57,2.0,0.0,0,0,1,0,0.1953496545326051,0
7000.0,15.57,168.64,50000.0,20.28,0.0,0.0,1,0,1,0,0.22983568964739745,0
5125.0,10.71,167.09,65000.0,6.77,0.0,0.0,0,0,1,0,0.16011780022279443,0
4000.0,9.63,128.38,35000.0,1.37,0.0,1.0,0,0,1,0,0.13994018703166863,0
3500.0,17.99,88.86,116004.0,19.2,0.0,0.0,1,0,1,0,0.5049235770178762,1
12000.0,16.95,427.53,90000.0,16.53,0.0,0.0,0,1,1,0,0.2488580804106077,0
20000.0,18.3,511.14,74276.8,3.55,0.0,1.0,1,0,1,0,0.3067174936239161,0
5600.0,7.51,174.23,43000.0,20.51,0.0,0.0,0,0,1,0,0.08079297546410315,0
25000.0,18.3,638.93,137496.0,13.02,0.0,0.0,1,0,1,0,0.4088285120503651,0
10000.0,13.23,228.71,42840.0,11.09,0.0,0.0,1,0,1,0,0.07175026630783167,0
14400.0,7.66,448.99,90000.0,12.23,0.0,0.0,0,0,1,0,0.07572120387483719,0
12000.0,14.59,413.58,124000.0,15.36,2.0,0.0,0,0,1,0,0.21573349772748576,0
6500.0,7.74,202.93,18000.0,18.0,0.0,0.0,0,0,1,0,0.09845766866803288,0
19000.0,11.99,630.99,105000.0,9.99,0.0,0.0,0,0,1,0,0.17859796607427378,0
15000.0,11.89,497.46,70000.0,6.19,0.0,0.0,0,1,1,0,0.16971306094161198,0
2000.0,7.37,62.1,98000.0,0.0,0.0,0.0,0,0,1,0,0.11124168708657363,0
3500.0,14.27,120.09,34000.0,20.19,0.0,0.0,0,0,1,0,0.21115193791797746,0
3000.0,13.35,101.59,112500.0,11.84,0.0,0.0,0,0,1,0,0.19814569154167438,0
5000.0,11.86,165.74,67596.0,9.55,0.0,0.0,0,0,1,0,0.17686000263261575,0
35000.0,21.36,953.97,254616.0,12.56,1.0,0.0,1,0,1,0,1.0140421430369106,1
10000.0,7.29,310.1,50000.0,5.66,0.0,0.0,0,0,1,0,0.08219546567036502,0
15000.0,16.49,531.0,91980.0,14.35,0.0,0.0,0,0,1,0,0.24207835103333977,0
9050.0,5.42,272.95,108000.0,24.73,0.0,0.0,0,0,1,0,0.035797947552664085,0
5000.0,9.76,160.78,38000.0,4.45,0.0,0.0,0,0,1,0,0.14631261344202454,0
15000.0,14.46,352.62,109000.0,5.21,0.0,0.0,1,1,1,0,0.3381603345996483,0
7000.0,13.49,237.52,83000.0,16.83,0.0,0.0,0,1,1,0,0.19914706754037415,0
18000.0,13.48,610.64,58000.0,8.69,0.0,0.0,0,1,1,0,0.1490395448876649,0
25000.0,13.06,843.08,168000.0,8.53,0.0,0.0,0,1,1,0,0.19396227788018516,0
12000.0,12.69,271.14,60000.0,17.62,0.0,0.0,1,0,1,0,0.030862159596598097,0
4000.0,17.19,142.99,37200.0,9.35,0.0,0.0,0,0,1,0,0.5048166391306185,1
5000.0,11.12,109.02,36000.0,17.6,0.0,0.0,1,0,1,0,0.09884392856423163,0
20000.0,14.84,691.75,170000.0,7.41,0.0,0.0,0,1,1,0,0.06766752690635959,0
4800.0,6.39,146.88,56048.0,16.55,0.0,0.0,0,0,1,0,0.01054833680856771,0
4000.0,14.17,137.05,30000.0,23.48,0.0,0.0,0,0,1,0,0.20973404393127548,0
8400.0,9.63,269.59,28800.0,7.71,0.0,1.0,0,0,1,0,0.14442393606140225,0
24000.0,16.45,849.06,60000.0,21.78,0.0,0.0,0,0,1,0,0.24188188687318649,0
14500.0,13.98,495.44,45600.0,24.68,0.0,0.0,0,0,1,0,0.20713415084331507,0
3500.0,7.29,108.54,74400.0,13.65,0.0,0.0,0,0,1,0,0.0061382650846376645,0
5000.0,13.99,170.87,65000.0,22.06,0.0,0.0,0,1,1,0,0.08226730817872023,0
3600.0,8.94,114.38,25000.0,16.56,0.0,0.0,0,0,1,0,0.13095272315008738,0
2800.0,14.22,96.0,21168.0,19.9,0.0,0.0,0,0,1,0,0.2108106694762839,0
5000.0,6.03,152.18,100000.0,2.4,0.0,0.0,0,0,1,0,0.0913733495643514,0
6000.0,6.17,183.0,81000.0,8.07,0.0,0.0,0,1,1,0,0.09349337875667883,0
1200.0,10.99,39.29,26000.0,10.71,0.0,0.0,0,0,1,0,0.1449873951891952,0
6000.0,5.42,180.96,55000.0,16.36,0.0,0.0,0,0,1,0,0.08232471716073902,0
6000.0,11.97,199.2,58800.0,6.0,1.0,0.0,0,0,1,0,0.2567846307773624,1
9600.0,10.99,208.68,92000.0,22.93,0.0,0.0,1,1,1,0,0.2453566695070778,0
3000.0,13.61,101.97,65004.0,3.71,0.0,1.0,0,0,1,0,0.20093066106123916,0
12000.0,14.79,284.16,65000.0,24.74,0.0,0.0,1,0,1,0,0.3292006240858785,0
11000.0,10.59,358.0,42000.0,14.94,0.0,0.0,0,0,1,0,0.2704298621842759,1
9000.0,10.99,294.61,51000.0,19.93,0.0,0.0,0,1,1,0,0.07190507128091311,0
2400.0,10.59,78.11,19200.0,0.63,0.0,0.0,0,0,1,0,0.008984518034196674,0
7200.0,10.59,234.33,43000.0,14.08,0.0,0.0,0,0,1,0,0.1550764414541892,0
12800.0,13.49,434.31,80000.0,18.43,1.0,0.0,0,0,1,0,0.18028693614447364,0
7500.0,11.12,163.52,57000.0,4.65,0.0,0.0,1,0,1,0,0.5115724113119124,1
8000.0,6.99,246.99,45000.0,4.32,0.0,0.0,0,0,1,0,0.1056261052604532,0
12000.0,15.7,289.91,50376.0,11.1,0.0,0.0,1,0,1,0,0.3712399405977851,0
10000.0,12.73,335.67,120000.0,17.4,1.0,0.0,0,1,1,0,0.0668031423813302,0
4000.0,10.08,129.22,32400.0,16.26,0.0,0.0,0,0,1,0,0.08897424076490076,0
6000.0,7.51,186.67,30000.0,6.12,0.0,0.0,0,1,1,0,0.10005798188329096,0
15000.0,18.79,387.38,98500.0,23.81,0.0,0.0,1,1,1,0,0.4213782637669768,0
11200.0,14.17,261.6,25800.0,17.77,0.0,0.0,1,1,1,0,0.3306408535932526,0
12000.0,11.11,393.5,125000.0,12.49,4.0,0.0,0,1,1,0,0.16590842852246473,0
8750.0,12.72,293.65,86610.0,20.12,0.0,0.0,0,1,1,0,0.18820062862832823,0
6000.0,5.79,181.97,154000.0,1.68,0.0,0.0,0,1,1,0,0.05160524564184476,0
25000.0,13.23,375.66,68500.0,4.08,0.0,0.0,1,0,1,0,0.23937158760870347,0
14400.0,13.92,491.58,75000.0,16.24,0.0,0.0,0,0,1,0,0.19738804059010345,0
12000.0,14.38,412.35,100000.0,11.4,0.0,0.0,0,0,1,0,0.21391779106907627,0
3600.0,17.93,91.28,15000.0,1.28,0.0,0.0,1,1,1,0,0.814592441704979,1
15000.0,17.14,287.3,41676.0,1.3,0.0,0.0,1,1,1,0,0.40256633342435105,0
8000.0,14.46,188.06,49000.0,17.95,0.0,0.0,1,1,1,0,0.34410198413580084,0
8000.0,11.99,265.68,82000.0,24.41,0.0,0.0,0,1,1,0,0.1785979659559095,0
20000.0,6.54,613.35,109000.0,8.19,0.0,0.0,0,1,1,0,0.09480186877277699,0
6000.0,6.62,184.23,82531.8,20.02,0.0,0.0,0,0,1,0,0.09922976077005925,0
10000.0,5.42,301.6,150000.0,12.25,0.0,0.0,0,1,1,0,0.08227467643636606,0
25000.0,17.56,408.14,65004.0,10.15,0.0,0.0,1,0,1,0,0.12738635628554337,0
8000.0,11.71,264.61,115000.0,2.07,0.0,0.0,0,1,1,0,0.1745697135442644,0
5400.0,7.88,168.92,78000.0,11.86,0.0,0.0,0,0,1,0,0.11496920379829821,0
10000.0,7.14,309.4,47091.0,14.35,0.0,0.0,0,0,1,0,0.10323235262659014,0
10000.0,15.95,242.92,117000.0,5.61,0.0,0.0,1,0,1,0,0.32494534193857144,0
12000.0,5.79,363.93,80000.0,4.18,0.0,0.0,0,1,1,0,0.06770381873863213,0
3000.0,11.86,99.45,35500.0,23.43,0.0,0.0,0,0,1,0,0.16714587480899024,0
10000.0,7.49,311.02,141000.0,4.06,0.0,0.0,0,0,1,0,0.1130223882960261,0
2250.0,5.42,67.86,52500.0,16.43,0.0,0.0,0,0,1,0,0.08200590719018178,0
8000.0,10.59,260.36,50000.0,3.89,0.0,0.0,0,0,1,0,0.12621075563250614,0
18000.0,10.59,585.81,80000.0,7.15,0.0,0.0,0,0,1,0,0.10887184366634428,0
12000.0,13.16,405.25,78996.0,17.96,2.0,0.0,0,0,1,0,0.18470343993808647,0
1000.0,9.99,32.27,35138.4,15.03,0.0,0.0,0,0,1,0,0.060634032948526484,0
25000.0,16.32,882.89,95000.0,21.66,0.0,0.0,0,0,1,0,0.24012148695507943,0
8675.0,16.32,212.44,40000.0,12.96,0.0,0.0,1,1,1,0,0.294769004172879,0
12000.0,17.88,433.11,57600.0,18.52,0.0,0.0,0,1,1,0,0.4345254060487285,1
6000.0,7.88,187.69,90000.0,15.33,0.0,0.0,0,0,1,0,0.11880917547456318,0
8000.0,11.36,263.29,58000.0,13.1,0.0,0.0,0,0,1,0,0.16417031502025195,0
12000.0,7.88,375.38,55500.0,0.0,0.0,0.0,0,1,1,0,0.006614740944602881,0
1500.0,6.03,45.66,50400.0,12.33,0.0,0.0,0,0,1,0,0.08100839457470488,0
16800.0,15.57,404.72,123531.24,18.87,0.0,0.0,1,0,1,0,0.46162628486796997,1
22000.0,21.64,836.1,125004.0,14.13,0.0,0.0,0,1,1,0,0.2575762466533314,0
12000.0,6.03,365.23,99000.0,2.21,0.0,0.0,0,0,1,0,0.01921994121188734,0
3500.0,12.99,117.92,60000.0,10.04,0.0,0.0,0,1,1,0,0.17993060503802058,0
1875.0,13.49,63.62,14400.0,18.83,1.0,0.0,0,0,1,0,0.19853168117031522,0
12000.0,10.37,389.3,63000.0,9.66,0.0,0.0,0,0,1,0,0.15518942573824807,0
15000.0,13.11,506.18,233000.0,3.65,1.0,0.0,0,0,1,0,0.1946546350890778,0
10750.0,15.23,257.05,36960.0,18.44,0.0,0.0,1,0,1,0,0.3359305614372163,0
1000.0,13.49,33.94,18000.0,17.6,0.0,1.0,0,1,1,0,0.29402500242843105,1
2000.0,10.99,43.48,16000.0,23.18,0.0,0.0,1,0,1,0,0.21876598274879178,0
10000.0,8.94,317.72,88000.0,15.35,0.0,0.0,0,0,1,0,0.13440588501869022,0
12000.0,8.49,378.76,97000.0,13.29,0.0,0.0,0,1,1,0,0.0609116393972186,0
25000.0,11.83,828.35,250000.0,15.7,0.0,0.0,0,1,1,0,0.17632159289168278,0
24800.0,12.53,829.97,87000.0,5.9,0.0,0.0,0,0,1,0,0.1863383442135521,0
8000.0,10.74,260.93,40000.0,13.02,0.0,0.0,0,0,1,0,0.16059983903597858,0
4500.0,6.62,138.17,70000.0,24.36,0.0,0.0,0,0,1,0,0.10014292747636984,0
2200.0,7.49,68.43,45000.0,10.98,0.0,1.0,0,0,1,0,0.18585856750463667,1
10000.0,10.59,325.45,63000.0,14.7,0.0,0.0,0,0,1,0,0.15484072726049428,0
7500.0,14.79,177.6,25000.0,14.69,0.0,0.0,1,1,1,0,0.4926193413761873,1
17000.0,12.87,571.77,41400.0,18.03,0.0,0.0,0,0,1,0,0.19130471975006114,0
18000.0,11.49,395.78,43264.0,18.42,0.0,0.0,1,0,1,0,0.276665360582302,0
15000.0,11.11,326.96,44300.0,17.31,0.0,0.0,1,0,1,0,0.21960074953232175,0
15000.0,13.57,509.53,156000.0,8.88,0.0,0.0,0,0,1,0,0.2012768752128239,0
9500.0,11.99,315.5,35004.0,11.28,0.0,0.0,0,0,1,0,0.07830516655506636,0
18000.0,12.99,409.47,60000.0,19.66,0.0,0.0,1,0,1,0,0.3774186966177053,1
5500.0,8.49,173.6,36780.0,16.54,0.0,0.0,0,0,1,0,0.16063692380901146,1
9600.0,11.03,235.83,62892.0,21.83,0.0,0.0,0,0,1,0,0.16474971243303976,0
13050.0,11.48,430.24,63000.0,13.33,0.0,0.0,0,1,1,0,0.12156641871010372,0
6000.0,13.23,137.23,67000.0,18.56,0.0,0.0,1,0,1,0,0.24736255546978603,0
16000.0,17.99,406.21,75000.0,21.22,0.0,0.0,1,0,1,0,0.09675061908836849,0
8400.0,17.19,209.63,48000.0,17.18,1.0,0.0,1,0,1,0,0.6471457408959299,1
17000.0,17.14,423.78,62000.0,14.63,0.0,0.0,1,0,1,0,0.6529051261581685,1
3400.0,6.92,104.86,40000.0,7.29,0.0,0.0,0,0,1,0,0.083340431385506,0
4025.0,7.49,125.19,106000.0,15.44,1.0,0.0,0,0,1,0,0.10957942934071714,0
30000.0,9.91,966.75,110000.0,23.64,0.0,0.0,0,1,1,0,0.14512319725923545,0
4200.0,7.49,130.63,21600.0,8.61,0.0,0.0,0,0,1,0,0.11245883405392479,0
12000.0,6.17,365.99,38001.6,14.05,0.0,0.0,0,0,1,0,0.09263083591684262,0
4600.0,15.68,161.01,75000.0,8.0,0.0,1.0,0,0,1,0,0.0,1
23500.0,16.82,580.53,112000.0,18.16,0.0,1.0,1,1,1,0,0.3954647374842148,0
20000.0,14.27,686.18,70000.0,6.21,0.0,0.0,0,1,1,0,0.18241905195776462,0
15000.0,12.84,504.27,70400.0,11.42,0.0,0.0,0,0,1,0,0.020950334427546097,0
12000.0,15.58,289.15,55000.0,7.35,0.0,0.0,1,1,1,0,0.36860516144955296,0
6000.0,8.88,190.47,23000.0,1.41,0.0,0.0,0,1,1,0,0.09564800137199347,0
17400.0,16.07,612.38,100000.0,9.9,0.0,0.0,0,0,1,0,0.23673263896129593,0
10000.0,6.03,304.36,80000.0,12.99,0.0,0.0,0,0,1,0,0.08071325196163281,0
20000.0,12.68,670.81,62400.0,22.0,0.0,0.0,0,1,1,0,0.18053579652366533,0
15000.0,11.58,495.21,69000.0,21.86,1.0,0.0,0,0,1,0,0.009639391421010592,0
19750.0,11.14,647.87,30000.0,2.0,0.0,0.0,0,0,1,0,0.15506830562337603,0
6000.0,7.9,187.75,66000.0,21.24,0.0,0.0,0,0,1,0,0.08531034758970348,0
